SECTION,TOPIC,SYNTAX,TEXT,EXAMPLE,TEXT_ZH
Other Grammar,SQL Data Type,"
charType | varcharType | decimalType | tinyintType | smallintType | integerType | bigintType | floatType | doubleType | timestampType | dateType | timeType | binaryType | varbinaryType
","
A standard SQL data type.
","
TINYINT
CHAR(15)
VARCHAR
VARCHAR(1000)
DECIMAL(10,2)
DOUBLE
INTEGER
BINARY(200)
DATE
",標準 SQL 資料類型。
Other Grammar,HBase Data Type,"
unsignedTimestampType | unsignedDateType | unsignedTimeType | unsignedTinyintType | unsignedSmallintType | unsignedIntType | unsignedLongType | unsignedFloatType | unsignedDoubleType
","
A type that maps to a native primitive HBase value serialized through the Bytes.toBytes() utility methods. Only positive values are allowed.
","
UNSIGNED_INT
UNSIGNED_DATE
UNSIGNED_LONG
",此類型對應於透過 Bytes.toBytes() 工具方法序列化的原生基本型別 HBase 值，僅允許正數。
Other Grammar,String,"
'anythingExceptSingleQuote'
","
A string starts and ends with a single quote. Two single quotes can be used to
create a single quote inside a string.
","
'John''s car'
",字串以單引號開始並結束。若要於字串內部包含單引號，可使用兩個連續的單引號來表示。
Other Grammar,Boolean,"
TRUE | FALSE
","
A boolean value.
","
TRUE
",布林值。
Other Grammar,Numeric,"
int | long | decimal
","
The data type of a numeric value is always the lowest possible for the given value.
If the number contains a dot this is decimal; otherwise it is int, long, or decimal (depending on the value).
","
SELECT -10.05
SELECT 5
SELECT 12345678912345
",數值資料類型始終採用該數值所能使用的最低類型。若數字包含小數點，則為十進位型別；否則依數值大小分別為整數、長整數或十進位型別。
Other Grammar,Int,"
[ - ] number
","
The maximum integer number is 2147483647, the minimum is -2147483648.
","
10
",最大整數為 2147483647，最小整數為 -2147483648。
Other Grammar,Long,"
[ - ] number
","
Long numbers are between -9223372036854775808 and 9223372036854775807.
","
100000
",Long 數值的範圍介於 -9223372036854775808 至 9223372036854775807 之間。
Other Grammar,Decimal,"
[ - ] { number [ . number ] }
","
A decimal number with fixed precision and scale.
Internally, ""java.lang.BigDecimal"" is used.
","
SELECT -10.5
",具有固定精度和尺度的十進位數字。內部使用「java.lang.BigDecimal」類別。
Other Grammar,Number,"
0-9 [...]
","
The maximum length of the number depends on the data type used.
","
100
",數字的最大長度取決於所使用的資料類型。
Other Grammar,Comments,"
-- anythingUntilEndOfLine | // anythingUntilEndOfLine | /* anythingUntilEndComment */
","
Comments can be used anywhere in a command and are ignored by the database. Line
comments end with a newline. Block comments cannot be nested, but can be
multiple lines long.
","
// This is a comment
",註解可用於命令的任何位置，資料庫會忽略它們。行註解以換行符號結束。區塊註解不能嵌套，但可以跨越多行。
Data Types,INTEGER Type,"
INTEGER
","
Possible values: -2147483648 to 2147483647.

Mapped to ""java.lang.Integer"". The binary representation is a 4 byte
integer with the sign bit flipped (so that negative values sorts before positive values).
","
INTEGER
","可能的取值範圍為 -2,147,483,648 至 2,147,483,647。此類型對應於「java.lang.Integer」，其二進位表示法為 4 位元組的整數，且符號位已反轉（因此負數會排在正數之前）。"
Data Types,UNSIGNED_INT Type,"
UNSIGNED_INT
","
Possible values: 0 to 2147483647.
Mapped to ""java.lang.Integer"". The binary representation is a 4 byte
integer, matching the HBase Bytes.toBytes(int) method.
The purpose of this type is to map to existing HBase data that was serialized using
this HBase utility method. If that is not the case, use the regular signed type instead.
","
UNSIGNED_INT
",可能取值範圍為 0 至 2147483647。此類型對應於「java.lang.Integer」，其二進位表示法為 4 字節整數，與 HBase 的 Bytes.toBytes(int) 方法相符。此類型的用途是映射使用該 HBase 工具方法進行序列化的現有 HBase 資料；若不符合此情況，則應改用有符號類型。
Data Types,BIGINT Type,"
BIGINT
","
Possible values: -9223372036854775808 to 9223372036854775807.
Mapped to ""java.lang.Long"". The binary representation is an 8 byte
long with the sign bit flipped (so that negative values sorts before positive values).
","
BIGINT
",可能的取值範圍為 -9223372036854775808 至 9223372036854775807。對應於「java.lang.Long」類型，其二進位表示法為一個 8 字節的長整數，且符號位已反轉（因此負數會排在正數之前）。
Data Types,UNSIGNED_LONG Type,"
UNSIGNED_LONG
","
Possible values: 0 to 9223372036854775807.
Mapped to ""java.lang.Long"". The binary representation is an 8 byte
integer, matching the HBase Bytes.toBytes(long) method.
The purpose of this type is to map to existing HBase data that was serialized using
this HBase utility method. If that is not the case, use the regular signed type instead.
","
UNSIGNED_LONG
",可能的取值範圍為 0 至 9223372036854775807。此類型對應於「java.lang.Long」，其二進位表示法為 8 位元整數，與 HBase 的 Bytes.toBytes(long) 方法所產生的格式相符。採用此類型的目的是為了映射那些已使用該 HBase 工具方法進行序列化的現有 HBase 資料；若不符合此情況，則應改用普通的有符號類型。
Data Types,TINYINT Type,"
TINYINT
","
Possible values: -128 to 127.
Mapped to ""java.lang.Byte"". The binary representation is a single byte,
with the sign bit flipped (so that negative values sorts before positive values).
","
TINYINT
",可能的取值範圍為 -128 至 127。此類型對應於「java.lang.Byte」，其二進位表示法為單節節（single byte），但會將符號位元取反（因此負數的排序順序會在正數之前）。
Data Types,UNSIGNED_TINYINT Type,"
UNSIGNED_TINYINT
","
Possible values: 0 to 127.
Mapped to ""java.lang.Byte"". The binary representation is a single byte,
matching the HBase Bytes.toBytes(byte) method.
The purpose of this type is to map to existing HBase data that was serialized using
this HBase utility method. If that is not the case, use the regular signed type instead.
","
UNSIGNED_TINYINT
",可能的取值範圍為 0 至 127。此類型對應於「java.lang.Byte」，其二進位表示法為單節節（single byte），與 HBase 的 Bytes.toBytes(byte) 方法相符。該類型的用途是映射使用此 HBase 工具方法進行序列化的現有 HBase 資料；若不符合此情況，則應改用有符號類型。
Data Types,SMALLINT Type,"
SMALLINT
","
Possible values: -32768 to 32767.
Mapped to ""java.lang.Short"". The binary representation is a 2 byte
short with the sign bit flipped (so that negative values sort before positive values).
","
SMALLINT
",可能值範圍為 -32768 至 32767。對應於「java.lang.Short」類型，其二進位表示法為一個 2 字節的 short，其中符號位已翻轉（因此負數會排在正數之前）。
Data Types,UNSIGNED_SMALLINT Type,"
UNSIGNED_SMALLINT
","
Possible values: 0 to 32767.
Mapped to ""java.lang.Short"". The binary representation is an 2 byte
integer, matching the HBase Bytes.toBytes(short) method.
The purpose of this type is to map to existing HBase data that was serialized using
this HBase utility method. If that is not the case, use the regular signed type instead.
","
UNSIGNED_SMALLINT
",可能的取值範圍為 0 至 32767。此類型對應於「java.lang.Short」，其二進位表示法為 2 位元組的整數，與 HBase 的 Bytes.toBytes(short) 方法相符。此類型的用途是映射使用該 HBase 工具方法進行序列化的現有 HBase 資料；若不符合此情況，則請改用有符號類型。
Data Types,FLOAT Type,"
FLOAT
","
Possible values: -3.402823466 E + 38 to 3.402823466 E + 38.
Mapped to ""java.lang.Float"". The binary representation is an 4 byte
float with the sign bit flipped (so that negative values sort before
positive values).
","
FLOAT
",可能值範圍為 -3.402823466 E + 38 至 3.402823466 E + 38。此類型對應於「java.lang.Float」，其二進位表示法為一個 4 字節的浮點數，但符號位元已反轉（使得負數在排序時排在正數之前）。
Data Types,UNSIGNED_FLOAT Type,"
UNSIGNED_FLOAT
","
Possible values: 0 to 3.402823466 E + 38.
Mapped to ""java.lang.Float"". The binary representation is an 4 byte
float matching the HBase Bytes.toBytes(float) method.
The purpose of this type is to map to existing HBase data that was serialized using
this HBase utility method. If that is not the case, use the regular signed type instead.
","
UNSIGNED_FLOAT
",可能的取值範圍為 0 至 3.402823466 E + 38。此類型對應於「java.lang.Float」，其二進位表示法為 4 字節的浮點數，與 HBase 的 Bytes.toBytes(float) 方法所產生的格式相符。採用此類型的目的是為了映射那些使用該 HBase 工具方法進行序列化的既有 HBase 資料；若不符合此情況，則應改用有符號的類型。
Data Types,DOUBLE Type,"
DOUBLE
","
Possible values: -1.7976931348623158 E + 308 to 1.7976931348623158 E + 308.
Mapped to ""java.lang.Double"". The binary representation is an 8 byte
double with the sign bit flipped (so that negative values sort before positive value).
","
DOUBLE
",可能的取值範圍為 -1.7976931348623158 E + 308 至 1.7976931348623158 E + 308。此類型對應於「java.lang.Double」，其二進位表示法為一個 8 字節的雙精度浮點數，但會將符號位元取反（因此負數在排序時會排在正數之前）。
Data Types,UNSIGNED_DOUBLE Type,"
UNSIGNED_DOUBLE
","
Possible values: 0 to  1.7976931348623158 E + 308.
Mapped to ""java.lang.Double"". The binary representation is an 8 byte
double matching the HBase Bytes.toBytes(double) method.
The purpose of this type is to map to existing HBase data that was serialized using
this HBase utility method. If that is not the case, use the regular signed type instead.
","
UNSIGNED_DOUBLE
",可能的取值範圍為 0 至 1.7976931348623158 E + 308。此類型對應於「java.lang.Double」，其二進位表示法為 8 字節的雙精度浮點數，符合 HBase Bytes.toBytes(double) 方法的格式。該類型的用途是映射至使用此 HBase 工具方法進行序列化的現有 HBase 資料；若不符合此情況，則應改用有符號類型。
Data Types,DECIMAL Type,"
DECIMAL [ (precisionInt, scaleInt) ]
","
Data type with fixed precision and scale. A user can specify precision and scale by expression DECIMAL(precision,scale) in a DDL statement, for example, DECIMAL(10,2).
The maximum precision is 38 digits. Mapped to ""java.math.BigDecimal"". The binary representation is binary
comparable, variable length format. When used in a row key, it is terminated
with a null byte unless it is the last column.
","
DECIMAL
DECIMAL(10,2)
","DECIMAL 類型具有固定的精度與小數位數。使用者可在資料定義語言（DDL）語句中使用 DECIMAL(precision,scale) 表達式來指定精度與小數位數，例如 DECIMAL(10,2)。其最大精度為 38 位數字，對應至 Java 的 java.math.BigDecimal 類別。其二進位表示法採用可變長度格式，且支援二進位比較。當用於列鍵時，若非最後一欄，則以 null 字節結尾。"
Data Types,BOOLEAN Type,"
BOOLEAN
","
Possible values: TRUE and FALSE.

Mapped to ""java.lang.Boolean"". The binary representation is a single byte with 0 for false and 1 for true
","
BOOLEAN
",可能的值為 TRUE 和 FALSE。對應至「java.lang.Boolean」類別，其二進位表示法為一個字節，其中 0 代表 false，1 代表 true。
Data Types,TIME Type,"
TIME
","
The time data type. The format is yyyy-MM-dd hh:mm:ss, with both the date
and time parts maintained. Mapped to ""java.sql.Time"".
The binary representation is an 8 byte long (the number of milliseconds from the epoch), making it
possible (although not necessarily recommended) to store more information within a TIME column
than what is provided by ""java.sql.Time"". Note that the internal representation is based on
a number of milliseconds since the epoch (which is based on a time in GMT), while
""java.sql.Time"" will format times based on the client's local time zone. Please note that
this TIME type is different than the TIME type as defined by the SQL 92 standard in that it
includes year, month, and day components. As such, it is not in compliance with the JDBC APIs.
As the underlying data is still stored as a long, only the presentation of the value is incorrect.
","
TIME
",時間資料類型。其格式為 yyyy-MM-dd hh:mm:ss，同時保留日期與時間部分，對應至「java.sql.Time」。其二進位表示法為 8 位元組的長整數（自基準點起算的毫秒數），這使得在 TIME 欄位中儲存比「java.sql.Time」所提供的更多資訊成為可能（儘管並非建議做法）。請注意，其內部表示法基於自基準點（以格林威治標準時間為基礎）起的毫秒數，而「java.sql.Time」則會根據客戶端的本地時區格式化時間。此外，此 TIME 類型與 SQL 92 標準所定義的 TIME 類型不同，因為它包含年、月及日成分，因此不符合 JDBC API 規範。由於底層資料仍以長整數儲存，僅在值的呈現方式上存在不正確之處。
Data Types,DATE Type,"
DATE
","
The date data type. The format is yyyy-MM-dd hh:mm:ss, with both the date
and time parts maintained to a millisecond accuracy. Mapped to ""java.sql.Date"".
The binary representation is an 8 byte long (the number of milliseconds from the epoch), making it
possible (although not necessarily recommended) to store more information within a DATE column than
what is provided by ""java.sql.Date"". Note that the internal representation is based on a number
of milliseconds since the epoch (which is based on a time in GMT), while ""java.sql.Date""
will format dates based on the client's local time zone. Please note that this DATE type
is different than the DATE type as defined by the SQL 92 standard in that it includes
a time component. As such, it is not in compliance with the JDBC APIs. As the underlying data
is still stored as a long, only the presentation of the value is incorrect.
","
DATE
",DATE 資料類型。其格式為 yyyy-MM-dd hh:mm:ss，日期與時間部分均維持至毫秒精度，對應至「java.sql.Date」。其二進位表示法為 8 位元組的 long（自基準點起經過的毫秒數），這使得在 DATE 欄位中儲存比「java.sql.Date」所提供的資訊更多內容成為可能（儘管並非建議做法）。請注意，其內部表示法是基於自基準點（以格林威治標準時間 GMT 為基礎）經過的毫秒數，而「java.sql.Date」則會根據客戶端的本機時區來格式化日期。此外，此 DATE 類型與 SQL 92 標準所定義的 DATE 類型不同，因為它包含時間元件，因此不符合 JDBC API 規範。由於底層資料仍以 long 儲存，僅在數值的呈現方式上存在錯誤。
Data Types,TIMESTAMP Type,"
TIMESTAMP
","
The timestamp data type. The format is yyyy-MM-dd hh:mm:ss[.nnnnnnnnn].
Mapped to ""java.sql.Timestamp"" with an internal representation of the
number of nanos from the epoch. The binary representation is 12 bytes:
an 8 byte long for the epoch time plus a 4 byte integer for the nanos.
Note that the internal representation is based on a number of milliseconds
since the epoch (which is based on a time in GMT), while
""java.sql.Timestamp"" will format timestamps based on the client's local
time zone.
","
TIMESTAMP
",時間戳資料類型。其格式為 yyyy-MM-dd hh:mm:ss[.nnnnnnnnn]。此類型對應至「java.sql.Timestamp」物件，內部以自紀元起算的奈秒數表示。其二進位表示法共 12 個位元組：包含 8 個位元組的長整型（用於儲存紀元時間）以及 4 個位元組的整數（用於儲存奈秒）。請注意，內部表示法是基於自紀元起算的毫秒數（該紀元時間基準為格林威治標準時間），而「java.sql.Timestamp」則會根據客戶端的當地時區來格式化時間戳。
Data Types,UNSIGNED_TIME Type,"
UNSIGNED_TIME
","
The unsigned time data type. The format is yyyy-MM-dd hh:mm:ss, with both the date
and time parts maintained to the millisecond accuracy. Mapped to ""java.sql.Time"".
The binary representation is an 8 byte long (the number of milliseconds from the epoch)
matching the HBase.toBytes(long) method.
The purpose of this type is to map to existing HBase data that was serialized using
this HBase utility method. If that is not the case, use the regular signed type instead.
","
UNSIGNED_TIME
",無符號時間資料類型。其格式為 yyyy-MM-dd hh:mm:ss，日期與時間部分均維持至毫秒精確度，對應於「java.sql.Time」。其二進位表示法為 8 字節的長整數（自紀元起算的毫秒數），符合 HBase.toBytes(long) 方法的規範。此類型的用途是映射使用該 HBase 工具方法進行序列化的既有 HBase 資料；若不符合此情況，則請改用一般的有符號類型。
Data Types,UNSIGNED_DATE Type,"
UNSIGNED_DATE
","
The unsigned date data type. The format is yyyy-MM-dd hh:mm:ss, with both the date
and time parts maintained to a millisecond accuracy. Mapped to ""java.sql.Date"".
The binary representation is an 8 byte long (the number of milliseconds from the epoch)
matching the HBase.toBytes(long) method.
The purpose of this type is to map to existing HBase data that was serialized using
this HBase utility method. If that is not the case, use the regular signed type instead.
","
UNSIGNED_DATE
",unsigned_date 資料類型。其格式為 yyyy-MM-dd hh:mm:ss，日期與時間部分均維持至毫秒精度。對應至「java.sql.Date」。其二進位表示法為 8 字節的 long（自 epoch 起算的毫秒數），符合 HBase.toBytes(long) 方法的定義。此類型的用途是對應使用該 HBase 工具方法進行序列化的既有 HBase 資料；若不符合此情況，則應改用普通的有號類型。
Data Types,UNSIGNED_TIMESTAMP Type,"
UNSIGNED_TIMESTAMP
","
The timestamp data type. The format is yyyy-MM-dd hh:mm:ss[.nnnnnnnnn].
Mapped to ""java.sql.Timestamp"" with an internal representation of the
number of nanos from the epoch. The binary representation is 12 bytes:
an 8 byte long for the epoch time plus a 4 byte integer for the nanos with the
long serialized through the HBase.toBytes(long) method.
The purpose of this type is to map to existing HBase data that was serialized using
this HBase utility method. If that is not the case, use the regular signed type instead.

","
UNSIGNED_TIMESTAMP
",時間戳資料類型。其格式為 yyyy-MM-dd hh:mm:ss[.nnnnnnnnn]。此類型對應至「java.sql.Timestamp」物件，內部以自基準點（epoch）起經過的納秒數表示。其二進位表示法共佔用 12 個位元組：包含一個用於儲存基準時間的 8 位元組 long 整數，以及一個用於儲存納秒數的 4 位元組整數；其中 long 值係透過 HBase.toBytes(long) 方法進行序列化。此類型的設計目的在於對應先前使用該 HBase 工具方法序列化的既有 HBase 資料；若不符合此情況，則應改用一般的有符號類型。
Data Types,VARCHAR Type,"
VARCHAR  [ ( precisionInt ) ]
","
A variable length String with an optional max byte length. The binary representation
is UTF8 matching the HBase Bytes.toBytes(String) method. When used in a row key, it
is terminated with a null byte unless it is the last column.

Mapped to ""java.lang.String"".
","
VARCHAR
VARCHAR(255)
",可選設定最大位元組長度的變長字串。其二進位表示法採用 UTF8 編碼，符合 HBase Bytes.toBytes(String) 方法。當用於列鍵時，若非最後一欄，則以 null 位元組終止。對應至「java.lang.String」。
Data Types,CHAR Type,"
CHAR ( precisionInt )
","
A fixed length String with single-byte characters. The binary representation
is UTF8 matching the HBase Bytes.toBytes(String) method.

Mapped to ""java.lang.String"".
","
CHAR(10)
",固定長度的字串，由單節點字元組成。其二進位表示法採用 UTF-8 編碼，對應於 HBase 的 Bytes.toBytes(String) 方法。此類型映射至「java.lang.String」。
Data Types,BINARY Type,"
BINARY ( precisionInt )
","
Raw fixed length byte array.

Mapped to ""byte[]"".
","
BINARY
",原始固定長度位元組陣列。對應至「byte[]」。
Data Types,VARBINARY Type,"
VARBINARY
","
Raw variable length byte array.

Mapped to ""byte[]"".
","
VARBINARY
",原始的可變長度位元組陣列。對應至「byte[]」。
Data Types,ARRAY,"
ARRAY [ '[' [ dimensionInt ] ']' ]
","
Mapped to ""java.sql.Array"". Every primitive type except for VARBINARY may be declared
as an ARRAY. Only single dimensional arrays are supported.
","
VARCHAR ARRAY
CHAR(10) ARRAY [5]
INTEGER []
INTEGER [100]
",對應至「java.sql.Array」。除 VARBINARY 外，所有基本類型均可宣告為陣列。僅支援一維陣列。
Functions (Aggregate),AVG,"
AVG ( { numericTerm } )
","
The average (mean) value.
If no rows are selected, the result is NULL.
Aggregates are only allowed in select statements.
The returned value is of the same data type as the parameter.
","
AVG(X)
",平均值。若未選取任何列，則結果為 NULL。聚合函數僅允許用於 SELECT 語句。返回值的資料類型與參數相同。
Functions (Aggregate),COUNT,"
COUNT( [ DISTINCT ] { * | { term } } )
","
The count of all row, or of the non-null values.
This method returns a long.
When DISTINCT is used, it counts only distinct values.
If no rows are selected, the result is 0.
Aggregates are only allowed in select statements.
","
COUNT(*)
",COUNT 函數用於計算所有列或所有非空值的數量。此方法會回傳一個 long 型別的值。當使用 DISTINCT 關鍵字時，僅計算不重複的數值。若沒有選取任何列，則結果為 0。聚合函數僅允許出現在 SELECT 語句中。
Functions (Aggregate),APPROX_COUNT_DISTINCT,"
APPROX_COUNT_DISTINCT( { * | { term } } )
","
The approximate distinct count of all row, or of the non-null values.
The relative error of approximation by default is less than 0.00405
This method returns a long.
If no rows are selected, the result is 0.
Aggregates are only allowed in select statements.
","
APPROX_COUNT_DISTINCT(*)
",所有行的近似去重計數，或所有非空值的近似去重計數。預設情況下，近似的相對誤差小於 0.00405。此方法返回一個 long 類型值。若未選取任何行，則結果為 0。聚合函數僅允許用於 SELECT 語句之中。
Functions (Aggregate),MAX,"
MAX(term)
","
The highest value.
If no rows are selected, the result is NULL.
Aggregates are only allowed in select statements.
The returned value is of the same data type as the parameter.
","
MAX(NAME)
",最高值。若未選取任何列，則結果為 NULL。聚合函數僅允許用於 SELECT 語句。返回值的資料類型與參數相同。
Functions (Aggregate),MIN,"
MIN(term)
","
The lowest value.
If no rows are selected, the result is NULL.
Aggregates are only allowed in select statements.
The returned value is of the same data type as the parameter.
","
MIN(NAME)
",最小值。若未選取任何列，結果為 NULL。聚合函數僅允許用於 SELECT 語句。返回值的資料類型與參數相同。
Functions (Aggregate),SUM,"
SUM( { numericTerm } )
","
The sum of all values.
If no rows are selected, the result is NULL.
Aggregates are only allowed in select statements.
The returned value is of the same data type as the parameter.
","
SUM(X)
",所有數值的總和。若未選取任何列，結果為 NULL。聚合函數僅允許用於 SELECT 語句。返回值的資料類型與參數相同。
Functions (Aggregate),PERCENTILE_CONT,"
PERCENTILE_CONT( { numeric } ) WITHIN GROUP (ORDER BY { numericTerm } { ASC | DESC } )
","
The nth percentile of values in the column.
The percentile value can be between 0 and 1 inclusive.
Aggregates are only allowed in select statements.
The returned value is of decimal data type.
","
PERCENTILE_CONT( 0.9 ) WITHIN GROUP (ORDER BY X ASC)
","該欄位數值的第 n 百分位。
百分位數值介於 0 到 1（含）之間。
聚合函數僅允許用於 SELECT 語句。
返回的資料類型為十進位數。"
Functions (Aggregate),PERCENTILE_DISC,"
PERCENTILE_DIST( { numeric } ) WITHIN GROUP (ORDER BY { numericTerm } { ASC | DESC } )
","
PERCENTILE_DISC is an inverse distribution function that assumes a discrete distribution model. It takes a percentile value and a sort specification and returns an element from the set. Nulls are ignored in the calculation.
","
PERCENTILE_DISC( 0.9 ) WITHIN GROUP (ORDER BY X DESC)
",PERCENTILE_DISC 是一個基於離散分佈模型的逆分佈函數，它接受一個百分位數值和排序說明，並從集合中返回對應的元素。計算時會忽略空值。
Functions (Aggregate),PERCENT_RANK,"
PERCENT_RANK( { numeric } ) WITHIN GROUP (ORDER BY { numericTerm } { ASC | DESC } )
","
The percentile rank for a hypothetical value, if inserted into the column.
Aggregates are only allowed in select statements.
The returned value is of decimal data type.
","
PERCENT_RANK( 100 ) WITHIN GROUP (ORDER BY X ASC)
",假設值插入該欄位後的百分等級。聚合函數僅允許用於 SELECT 語句。返回值的資料類型為十進位數。
Functions (Aggregate),FIRST_VALUE,"
FIRST_VALUE( { expression } ) WITHIN GROUP (ORDER BY { expression } { ASC | DESC } )
","
The first value in each distinct group ordered according to the ORDER BY specification.
","
FIRST_VALUE( name ) WITHIN GROUP (ORDER BY salary DESC)
",每個不同群組中，依照 ORDER BY 子句排序後的第一個值。
Functions (Aggregate),LAST_VALUE,"
LAST_VALUE( { expression } ) WITHIN GROUP (ORDER BY { expression } { ASC | DESC } )
","
The last value in each distinct group ordered according to the ORDER BY specification.
","
LAST_VALUE( name ) WITHIN GROUP (ORDER BY salary DESC)
",每個不同群組中，依據 ORDER BY 子句排序後的最後一個值。
Functions (Aggregate),FIRST_VALUES,"
FIRST_VALUES( { expression , numeric } ) WITHIN GROUP (ORDER BY { expression } { ASC | DESC } )
","
Returns an array of at most the given numeric size of the first values in each distinct group ordered according to the ORDER BY specification.
","
FIRST_VALUES( name, 3 ) WITHIN GROUP (ORDER BY salary DESC)
",返回一個陣列，其中包含每個不同群組中前 N 個值的結果（N 為指定的數值大小），這些群組依 ORDER BY 子句所規定的順序進行排序。
Functions (Aggregate),LAST_VALUES,"
LAST_VALUES( { expression , numeric } ) WITHIN GROUP (ORDER BY { expression } { ASC | DESC } )
","
Returns an array of at most the given numeric size of the last values in each distinct group ordered according to the ORDER BY specification.
","
LAST_VALUES( name, 3 ) WITHIN GROUP (ORDER BY salary DESC)
",返回一個數組，其中包含每個獨特分組中最後的數值（最多為指定的數值大小），並依照 ORDER BY 子句指定的順序進行排列。
Functions (Aggregate),NTH_VALUE,"
NTH_VALUE( { expression, nthNumeric } ) WITHIN GROUP (ORDER BY { expression } { ASC | DESC } )
","
The nth value in each distinct group ordered according to the ORDER BY specification.
","
NTH_VALUE( name, 2 ) WITHIN GROUP (ORDER BY salary DESC)
",每個不同群組中，依據 ORDER BY 子句排序後第 n 個的值。
Functions (Aggregate),STDDEV_POP,"
STDDEV_POP( { numericTerm } )
","
The population standard deviation of all values.
Aggregates are only allowed in select statements.
The returned value is of decimal data type.
","
STDDEV_POP( X )
",所有數值的母群體標準差。聚合函式僅允許用於 SELECT 語句。回傳值為十進位資料類型。
Functions (Aggregate),STDDEV_SAMP,"
STDDEV_SAMP( { numericTerm } )
","
The sample standard deviation of all values.
Aggregates are only allowed in select statements.
The returned value is of decimal data type.
","
STDDEV_SAMP( X )
",所有數值的樣本標準差。聚合函數僅允許用於 SELECT 語句。返回值的資料類型為十進位數。
Functions (Numeric),ROUND,"
ROUND({numericTerm | dateTimeTerm} [, scaleNumber | {'DAY' | 'HOUR' | 'MINUTE' | 'SECOND' | 'MILLISECOND'} [, multiplierNumber]])
","
Rounds the numeric or timestamp expression to the nearest scale or time unit specified. If the expression
is a numeric type, then the second argument is the scale to be used for rounding off the number,
defaulting to zero. If the expression is a date/time type, then the second argument may be one of
the time units listed to determine the remaining precision of the date/time. A default of
MILLISECONDS is used if not present. The multiplier is
only applicable for a date/time type and is used to round to a multiple of a time unit (i.e.
10 minute) and defaults to 1 if not specified. This method returns the same type as its first
argument.
","
ROUND(number)
ROUND(number, 2)
ROUND(timestamp)
ROUND(time, 'HOUR')
ROUND(date, 'MINUTE', 30)
",將數值或時間戳記表達式四捨五入至指定的刻度或時間單位。若表達式為數值類型，則第二參數為用於四捨五入的刻度，預設值為零；若表達式為日期/時間類型，則第二參數可為所列的時間單位之一，用以決定該日期/時間的剩餘精度，若未指定則預設為毫秒。倍數因子僅適用於日期/時間類型，用於將結果四捨五入至某個時間單位的倍數（例如 10 分鐘），若未指定則預設值為 1。此方法返回的類型與第一個參數相同。
Functions (Numeric),CEIL,"
CEIL({numericTerm | dateTimeTerm} [, scaleNumber | {'DAY' | 'HOUR' | 'MINUTE' | 'SECOND' | 'MILLISECOND'} [, multiplierInt]])
","
Same as ROUND, except it rounds any fractional value up to the next even multiple.
","
CEIL(number, 3)
CEIL(2.34)
CEIL(timestamp, 'SECOND', 30)
CEIL(date, 'DAY', 7)
",與 ROUND 函數相同，但會將任何小數位向上取整至下一個偶數倍數。
Functions (Numeric),FLOOR,"
FLOOR({numericTerm | dateTimeTerm} [, scaleNumber | {'DAY' | 'HOUR' | 'MINUTE' | 'SECOND' | 'MILLISECOND'} [, multiplierInt]])
","
Same as ROUND, except it rounds any fractional value down to the previous even multiple.
","
FLOOR(timestamp)
FLOOR(date, 'DAY', 7)
",與 ROUND 函數相同，但會將任何小數值向下捨入至前一個偶數倍數。
Functions (Numeric),TRUNC,"
TRUNC({numericTerm | dateTimeTerm} [, scaleNumber | {'DAY' | 'HOUR' | 'MINUTE' | 'SECOND' | 'MILLISECOND'} [, multiplierInt]])
","
Same as FLOOR
","
TRUNC(timestamp, 'SECOND', 30)
TRUNC(date, 'DAY', 7)
",同於向下取整
Functions (String),SUBSTR,"
SUBSTR( stringTerm, startInt [, lengthInt ] )
","
Returns a substring of a string starting at the one-based position.
If zero is used, the position is zero-based. If the start index is
negative, then the start index is relative to the end of the string.
The length is optional and if not supplied, the rest of the string
will be returned.
","
SUBSTR('[Hello]', 2, 5)
SUBSTR('Hello World', -5)
",返回從指定位置開始的字串子串。若使用零作為起始位置，則採用基於零的索引；若起始索引為負數，則該索引相對於字串的結尾計算。長度參數可選，若未提供，則返回剩餘的所有字串內容。
Functions (String),INSTR,"
INSTR( stringTerm, stringTerm )
","
Returns the one-based position of the initial occurrence of the second
argument in the first argument. If the second argument is not contained
in the first argument, then zero is returned.
","
INSTR('Hello World', 'World')
INSTR('Simon says', 'mon')
INSTR('Peace on earth', 'war')
",傳回第二參數在第一個參數中首次出現的起始位置（以 1 為基準）。若第二參數不存在於第一個參數中，則傳回零。
Functions (String),TRIM,"
TRIM( stringTerm )
","
Removes leading and trailing spaces from the input string.
","
TRIM('  Hello  ')
",移除輸入字串前後的多餘空白。
Functions (String),LTRIM,"
LTRIM( stringTerm )
","
Removes leading spaces from the input string.
","
LTRIM('  Hello')
",移除輸入字串開頭的空白字元。
Functions (String),RTRIM,"
RTRIM( stringTerm )
","
Removes trailing spaces from the input string.
","
RTRIM('Hello   ')
",移除輸入字串末尾的空格。
Functions (String),LPAD,"
LPAD( stringTerm, lengthNumeric, [padString] )
","
Pads the string expression with the specific pad character (space by default) up to the length argument.
","
LPAD('John',30)
",將字串表達式以指定的填充字元（預設為空格）進行填充，直至達到長度參數所指定的長度。
